GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-tested-for-rr--mdr-tb-%28-%29,2010,2010,2010,AMR,Americas,HTI,Haiti,,,,0.1,<0.1,,
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/confirmed-cases-of-rr--mdr-tb,2008,2008,2008,AMR,Americas,HTI,Haiti,,,,43.0,43,,
TB_newret_oth,Treatment history unknown,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-history-unknown,2011,2011,2011,AMR,Americas,HTI,Haiti,,,,0.0,0,,
TB_new_sp,"New cases: Pulmonary, smear-positive",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-pulmonary-smear-positive,2008,2008,2008,AMR,Americas,HTI,Haiti,,,,8171.0,8171,,
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2019,2019,2019,AMR,Americas,HTI,Haiti,,,,76.0,76,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2009,2009,2009,AMR,Americas,HTI,Haiti,,,,238.0,238 [126-386],126.0,386.0
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tb-patients-with-known-hiv-status-%28-%29,2006,2006,2006,AMR,Americas,HTI,Haiti,,,,43.0,43,,
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-tested-for-rr--mdr-tb-%28-%29,2021,2021,2021,AMR,Americas,HTI,Haiti,,,,10.0,10,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2002,2002,2002,AMR,Americas,HTI,Haiti,,,,12066.0,12066,,
TB_ret_nrel,"Previously treated  cases, excluding relapse",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-excluding-relapse,2011,2011,2011,AMR,Americas,HTI,Haiti,,,,98.0,98,,
TB_new_sp,"New cases: Pulmonary, smear-positive",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-pulmonary-smear-positive,2004,2004,2004,AMR,Americas,HTI,Haiti,,,,7044.0,7044,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2011,2011,2011,AMR,Americas,HTI,Haiti,,,,15225.0,15225,,
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-tested-for-rr--mdr-tb-%28-%29,2022,2022,2022,AMR,Americas,HTI,Haiti,,,,54.0,54,,
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2005,2005,2005,AMR,Americas,HTI,Haiti,,,,70.0,70,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2011,2011,2011,AMR,Americas,HTI,Haiti,,,,46.0,46 [29-66],29.0,66.0
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-for-patients-treated-for-mdr-tb-%28-%29,2018,2018,2018,AMR,Americas,HTI,Haiti,,,,83.0,83,,
TB_newret_oth,Treatment history unknown,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-history-unknown,2004,2004,2004,AMR,Americas,HTI,Haiti,,,,0.0,0,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2007,2007,2007,AMR,Americas,HTI,Haiti,,,,24000.0,24000 [12000-41000],12000.0,41000.0
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,1998,1998,1998,AMR,Americas,HTI,Haiti,,,,77.0,77,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2006,2006,2006,AMR,Americas,HTI,Haiti,,,,57.0,57 [33-120],33.0,120.0
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2008,2008,2008,AMR,Americas,HTI,Haiti,,,,14602.0,14602,,
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2017,2017,2017,AMR,Americas,HTI,Haiti,,,,52.0,52,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2002,2002,2002,AMR,Americas,HTI,Haiti,,,,50.0,50 [29-110],29.0,110.0
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-tested-for-rr--mdr-tb-%28-%29,2019,2019,2019,AMR,Americas,HTI,Haiti,,,,12.0,12,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2011,2011,2011,AMR,Americas,HTI,Haiti,,,,22000.0,22000 [14000-32000],14000.0,32000.0
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2022,2022,2022,AMR,Americas,HTI,Haiti,,,,154.0,154 [114-199],114.0,199.0
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2017,2017,2017,AMR,Americas,HTI,Haiti,,,,20000.0,20000 [15000-25000],15000.0,25000.0
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2022,2022,2022,AMR,Americas,HTI,Haiti,,,,11138.0,11138,,
TB_newret_oth,Treatment history unknown,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-history-unknown,2010,2010,2010,AMR,Americas,HTI,Haiti,,,,0.0,0,,
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-tested-for-rr--mdr-tb-%28-%29,2020,2020,2020,AMR,Americas,HTI,Haiti,,,,8.7,8.7,,
TB_ret_nrel,"Previously treated  cases, excluding relapse",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-excluding-relapse,2018,2018,2018,AMR,Americas,HTI,Haiti,,,,330.0,330,,
TB_new_sp,"New cases: Pulmonary, smear-positive",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-pulmonary-smear-positive,2007,2007,2007,AMR,Americas,HTI,Haiti,,,,7915.0,7915,,
TB_new_snsuoth,"New cases: Pulmonary, smear-negative/unknown/not done and other new cases",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-pulmonary-smear-negative-unknown-not-done-and-other-new-cases,2005,2005,2005,AMR,Americas,HTI,Haiti,,,,5292.0,5292,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2004,2004,2004,AMR,Americas,HTI,Haiti,,,,14533.0,14533,,
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2001,2001,2001,AMR,Americas,HTI,Haiti,,,,62.0,62,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2021,2021,2021,AMR,Americas,HTI,Haiti,,,,57.0,57 [45-76],45.0,76.0
TB_new_snsuoth,"New cases: Pulmonary, smear-negative/unknown/not done and other new cases",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-pulmonary-smear-negative-unknown-not-done-and-other-new-cases,2012,2012,2012,AMR,Americas,HTI,Haiti,,,,4940.0,4940,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2010,2010,2010,AMR,Americas,HTI,Haiti,,,,23000.0,23000 [12000-36000],12000.0,36000.0
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2008,2008,2008,AMR,Americas,HTI,Haiti,,,,57.0,57 [28-97],28.0,97.0
TB_ret_rel,Relapse cases (pre-2013 definition),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/relapse-cases-%28pre-2013-definition%29,2012,2012,2012,AMR,Americas,HTI,Haiti,,,,448.0,448,,
TB_new_clindx,"New or unknown treatment history cases: Pulmonary, clinically diagnosed",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-or-unknown-treatment-history-cases-pulmonary-clinically-diagnosed,2013,2013,2013,AMR,Americas,HTI,Haiti,,,,4732.0,4732,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2011,2011,2011,AMR,Americas,HTI,Haiti,,,,82.0,82,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2006,2006,2006,AMR,Americas,HTI,Haiti,,,,80.0,80 [27-163],27.0,163.0
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2012,2012,2012,AMR,Americas,HTI,Haiti,,,,4300.0,4300 [3100-5700],3100.0,5700.0
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2005,2005,2005,AMR,Americas,HTI,Haiti,,,,80.0,80 [26-165],26.0,165.0
TB_new_sp,"New cases: Pulmonary, smear-positive",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-pulmonary-smear-positive,2012,2012,2012,AMR,Americas,HTI,Haiti,,,,9261.0,9261,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2019,2019,2019,AMR,Americas,HTI,Haiti,,,,27.0,27 [21-34],21.0,34.0
TB_new_snsuoth,"New cases: Pulmonary, smear-negative/unknown/not done and other new cases",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-pulmonary-smear-negative-unknown-not-done-and-other-new-cases,2000,2000,2000,AMR,Americas,HTI,Haiti,,,,2930.0,2930,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2005,2005,2005,AMR,Americas,HTI,Haiti,,,,25000.0,25000 [12000-43000],12000.0,43000.0
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2021,2021,2021,AMR,Americas,HTI,Haiti,,,,76.0,76,,
TB_ret_rel_ep,Relapse cases: extrapulmonary,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/relapse-cases-extrapulmonary,2014,2014,2014,AMR,Americas,HTI,Haiti,,,,75.0,75,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2017,2017,2017,AMR,Americas,HTI,Haiti,,,,76.0,76 [59-100],59.0,100.0
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2019,2019,2019,AMR,Americas,HTI,Haiti,,,,19000.0,19000 [15000-24000],15000.0,24000.0
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tested-tb-patients-hiv-positive-%28-%29,2016,2016,2016,AMR,Americas,HTI,Haiti,,,,15.0,15,,
TB_ret_rel_labconf,"Relapse cases: Pulmonary, bacteriologically confirmed",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/relapse-cases-pulmonary-bacteriologically-confirmed,2019,2019,2019,AMR,Americas,HTI,Haiti,,,,520.0,520,,
TB_ret_rel_clindx,"Relapse cases: Pulmonary, clinically diagnosed",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/relapse-cases-pulmonary-clinically-diagnosed,2019,2019,2019,AMR,Americas,HTI,Haiti,,,,185.0,185,,
TB_new_sp,"New cases: Pulmonary, smear-positive",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-pulmonary-smear-positive,2002,2002,2002,AMR,Americas,HTI,Haiti,,,,6188.0,6188,,
TB_newret_oth,Treatment history unknown,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-history-unknown,2009,2009,2009,AMR,Americas,HTI,Haiti,,,,0.0,0,,
TB_newret_oth,Treatment history unknown,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-history-unknown,2007,2007,2007,AMR,Americas,HTI,Haiti,,,,0.0,0,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2004,2004,2004,AMR,Americas,HTI,Haiti,,,,7300.0,7300 [2300-15000],2300.0,15000.0
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2016,2016,2016,AMR,Americas,HTI,Haiti,,,,76.0,76 [59-100],59.0,100.0
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2019,2019,2019,AMR,Americas,HTI,Haiti,,,,69.0,69 [54-90],54.0,90.0
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hiv-positive-tb-patients-on-art-%28antiretroviral-therapy%29-%28-%29,2015,2015,2015,AMR,Americas,HTI,Haiti,,,,77.0,77,,
TB_new_sp,"New cases: Pulmonary, smear-positive",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-pulmonary-smear-positive,2001,2001,2001,AMR,Americas,HTI,Haiti,,,,5607.0,5607,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2014,2014,2014,AMR,Americas,HTI,Haiti,,,,15806.0,15806,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2006,2006,2006,AMR,Americas,HTI,Haiti,,,,13959.0,13959,,
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tb-patients-with-known-hiv-status-%28-%29,2019,2019,2019,AMR,Americas,HTI,Haiti,,,,93.0,93,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2020,2020,2020,AMR,Americas,HTI,Haiti,,,,82.0,82,,
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cases-started-on-mdr-tb-treatment,2021,2021,2021,AMR,Americas,HTI,Haiti,,,,66.0,66,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2002,2002,2002,AMR,Americas,HTI,Haiti,,,,93.0,93 [31-189],31.0,189.0
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2015,2015,2015,AMR,Americas,HTI,Haiti,,,,3400.0,3400 [2600-4200],2600.0,4200.0
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tested-tb-patients-hiv-positive-%28-%29,2012,2012,2012,AMR,Americas,HTI,Haiti,,,,20.0,20,,
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2000,2000,2000,AMR,Americas,HTI,Haiti,,,,56.0,56,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2019,2019,2019,AMR,Americas,HTI,Haiti,,,,84.0,84,,
TB_ret_rel,Relapse cases (pre-2013 definition),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/relapse-cases-%28pre-2013-definition%29,2002,2002,2002,AMR,Americas,HTI,Haiti,,,,341.0,341,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2018,2018,2018,AMR,Americas,HTI,Haiti,,,,13383.0,13383,,
TB_c_new_tsr,Treatment success rate: new TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-new-tb-cases,2007,2007,2007,AMR,Americas,HTI,Haiti,,,,77.0,77,,
TB_ret_nrel,"Previously treated  cases, excluding relapse",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-excluding-relapse,2005,2005,2005,AMR,Americas,HTI,Haiti,,,,33.0,33,,
TB_ret_rel_ep,Relapse cases: extrapulmonary,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/relapse-cases-extrapulmonary,2015,2015,2015,AMR,Americas,HTI,Haiti,,,,63.0,63,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2012,2012,2012,AMR,Americas,HTI,Haiti,,,,77.0,77 [58-110],58.0,110.0
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2001,2001,2001,AMR,Americas,HTI,Haiti,,,,104.0,104 [37-206],37.0,206.0
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2003,2003,2003,AMR,Americas,HTI,Haiti,,,,277.0,277 [129-481],129.0,481.0
TB_ret_nrel,"Previously treated  cases, excluding relapse",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-excluding-relapse,2001,2001,2001,AMR,Americas,HTI,Haiti,,,,134.0,134,,
TB_newret_oth,Treatment history unknown,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-history-unknown,2008,2008,2008,AMR,Americas,HTI,Haiti,,,,0.0,0,,
TB_ret_rel_clindx,"Relapse cases: Pulmonary, clinically diagnosed",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/relapse-cases-pulmonary-clinically-diagnosed,2022,2022,2022,AMR,Americas,HTI,Haiti,,,,160.0,160,,
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-for-patients-treated-for-mdr-tb-%28-%29,2009,2009,2009,AMR,Americas,HTI,Haiti,,,,67.0,67,,
TB_new_clindx,"New or unknown treatment history cases: Pulmonary, clinically diagnosed",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-or-unknown-treatment-history-cases-pulmonary-clinically-diagnosed,2020,2020,2020,AMR,Americas,HTI,Haiti,,,,2138.0,2138,,
TB_ret_rel_clindx,"Relapse cases: Pulmonary, clinically diagnosed",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/relapse-cases-pulmonary-clinically-diagnosed,2021,2021,2021,AMR,Americas,HTI,Haiti,,,,195.0,195,,
TB_e_inc_num,Number of incident tuberculosis cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases,2015,2015,2015,AMR,Americas,HTI,Haiti,,,,20000.0,20000 [16000-26000],16000.0,26000.0
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2000,2000,2000,AMR,Americas,HTI,Haiti,,,,9800.0,9800 [3600-19000],3600.0,19000.0
TB_hivtest_pct,TB patients with known HIV status (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tb-patients-with-known-hiv-status-%28-%29,2005,2005,2005,AMR,Americas,HTI,Haiti,,,,35.0,35,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2005,2005,2005,AMR,Americas,HTI,Haiti,,,,272.0,272 [129-468],129.0,468.0
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2003,2003,2003,AMR,Americas,HTI,Haiti,,,,86.0,86 [28-176],28.0,176.0
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2020,2020,2020,AMR,Americas,HTI,Haiti,,,,66.0,66,,
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2005,2005,2005,AMR,Americas,HTI,Haiti,,,,7300.0,7300 [2400-15000],2400.0,15000.0
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-for-patients-treated-for-mdr-tb-%28-%29,2010,2010,2010,AMR,Americas,HTI,Haiti,,,,69.0,69,,
TB_ret_rel,Relapse cases (pre-2013 definition),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/relapse-cases-%28pre-2013-definition%29,2006,2006,2006,AMR,Americas,HTI,Haiti,,,,266.0,266,,
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-previously-treated-tb-cases,2010,2010,2010,AMR,Americas,HTI,Haiti,,,,75.0,75,,
TB_ret_rel_labconf,"Relapse cases: Pulmonary, bacteriologically confirmed",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/relapse-cases-pulmonary-bacteriologically-confirmed,2014,2014,2014,AMR,Americas,HTI,Haiti,,,,641.0,641,,
TB_c_newinc,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis---new-and-relapse-cases,2000,2000,2000,AMR,Americas,HTI,Haiti,,,,10420.0,10420,,
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hiv-positive-tb-patients-on-art-%28antiretroviral-therapy%29-%28-%29,2017,2017,2017,AMR,Americas,HTI,Haiti,,,,80.0,80,,
TB_c_mdr_tx,Cases started on MDR-TB treatment,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cases-started-on-mdr-tb-treatment,2017,2017,2017,AMR,Americas,HTI,Haiti,,,,122.0,122,,
TB_ret_rel_ep,Relapse cases: extrapulmonary,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/relapse-cases-extrapulmonary,2020,2020,2020,AMR,Americas,HTI,Haiti,,,,0.0,0,,
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2000,2000,2000,AMR,Americas,HTI,Haiti,,,,46.0,46 [27-97],27.0,97.0
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2009,2009,2009,AMR,Americas,HTI,Haiti,,,,64.0,64 [39-120],39.0,120.0
TB_new_snsuoth,"New cases: Pulmonary, smear-negative/unknown/not done and other new cases",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-cases-pulmonary-smear-negative-unknown-not-done-and-other-new-cases,2009,2009,2009,AMR,Americas,HTI,Haiti,,,,4646.0,4646,,
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population%29-%28hiv-positive-cases%29,2021,2021,2021,AMR,Americas,HTI,Haiti,,,,23.0,23 [17-30],17.0,30.0
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/previously-treated-cases-tested-for-rr--mdr-tb-%28-%29,2017,2017,2017,AMR,Americas,HTI,Haiti,,,,49.0,49,,
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/incidence-of-tuberculosis-%28per-100-000-population-per-year%29,2010,2010,2010,AMR,Americas,HTI,Haiti,,,,229.0,229 [124-365],124.0,365.0
TB_1,Tuberculosis treatment coverage,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tuberculosis-treatment-coverage,2001,2001,2001,AMR,Americas,HTI,Haiti,,,,44.0,44 [25-93],25.0,93.0
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/treatment-success-rate-for-patients-treated-for-mdr-tb-%28-%29,2008,2008,2008,AMR,Americas,HTI,Haiti,,,,58.0,58,,
